"SocioeconomicScore","StudyHours","SleepHours","Attendance","Grades"
0.346306230106617,0.347826086956522,0.673076923076923,0.333333333333333,0.0357142857142857
0.185567698711243,0.184782608695652,0.865384615384616,0.1,0.0178571428571429
0.690620339662118,0.597826086956522,0.980769230769231,0.233333333333333,0.285714285714286
0.451454581877268,0.0652173913043478,0.942307692307692,0.15,0.0535714285714286
0.193925701693859,0.771739130434783,0.807692307692308,0.4,0.392857142857143
0.283949518107152,0.33695652173913,0.192307692307692,0.216666666666667,0.0178571428571429
0.0705922941660917,0.66304347826087,0.788461538461539,0.3,0.303571428571429
0.562256549513655,0.66304347826087,0.153846153846154,0.333333333333333,0.285714285714286
0.746555523404634,0.869565217391304,0.384615384615385,0.483333333333333,0.517857142857143
0.916052707725866,0.695652173913044,0.5,0.6,0.517857142857143
0,0.326086956521739,0.942307692307692,0.5,0.0535714285714286
0.38216440002671,0.228260869565217,0.884615384615385,0.316666666666667,0.0357142857142857
0.599238765107841,0.315217391304348,0.961538461538462,0.45,0.0535714285714286
0.287878113383934,0.239130434782609,0.961538461538462,0.0666666666666667,0.0357142857142857
0.995247846506555,0.532608695652174,0.596153846153846,0.633333333333333,0.607142857142857
0.219066485632248,0.326086956521739,0.903846153846154,0.35,0.0357142857142857
0.509292852850179,0.326086956521739,0.211538461538462,0.3,0.0357142857142857
0.0390744986311127,0.326086956521739,0.423076923076923,0.183333333333333,0.0178571428571429
0.181349745142119,0.380434782608696,0.615384615384615,0.433333333333333,0.0535714285714286
0.854742137244864,0.315217391304348,0.903846153846154,0.233333333333333,0.125
0.350679991987001,0.597826086956522,0.480769230769231,0.516666666666667,0.214285714285714
0.0620005787165847,0.869565217391304,0.230769230769231,0.5,0.464285714285714
0.359538807398669,0.641304347826087,0.173076923076923,0.266666666666667,0.267857142857143
0.839573085227146,0.271739130434783,0.615384615384615,0.2,0.0714285714285714
0.642419925657177,0.510869565217391,0.115384615384615,0.183333333333333,0.125
0.33129298640016,0.260869565217391,0.769230769230769,0.0333333333333333,0.0357142857142857
0.585037950452957,0.326086956521739,0.942307692307692,0.566666666666667,0.0178571428571429
0.54469472700158,0.304347826086957,0.673076923076923,0.333333333333333,0.0178571428571429
0.188216440002671,0.326086956521739,0.288461538461538,0.483333333333333,0.0357142857142857
0.756972421928907,0.16304347826087,0.75,0.133333333333333,0.0535714285714286
0.208349099650544,0.0108695652173913,0.711538461538462,0.0166666666666667,0.0535714285714286
0.943608520488793,0.293478260869565,0.788461538461539,0.4,0.25
0.438055067108865,0.0434782608695652,0.192307692307692,0.216666666666667,0.0178571428571429
0.58293453825094,0.315217391304348,0.346153846153846,0.183333333333333,0.0357142857142857
0.653437799096312,0.347826086956522,0.865384615384616,0.0666666666666667,0.0357142857142857
0.856099895385848,0.304347826086957,0.769230769230769,0.4,0.0892857142857143
0.187070135998397,0.119565217391304,0.788461538461539,0.0833333333333333,0.0357142857142857
0.972199345605093,0.304347826086957,0.634615384615385,0.3,0.321428571428571
0.959857101520244,0.260869565217391,0.076923076923077,0.116666666666667,0.196428571428571
0.688561444120462,0.58695652173913,0.923076923076923,0.5,0.232142857142857
0.466323146437554,0.543478260869565,0.711538461538462,0.183333333333333,0.178571428571429
0.758575021701872,0.239130434782609,0.365384615384615,0.2,0.0178571428571429
0.155340886326708,0.184782608695652,0.519230769230769,0.2,0.0357142857142857
0.138001647116433,0.347826086956522,0.961538461538462,0.4,0.0178571428571429
0.578738843011997,0.282608695652174,0.826923076923077,0.05,0.0357142857142857
0.136020655730407,0.402173913043478,0.634615384615385,0.233333333333333,0.0357142857142857
0.973902107863868,0.0434782608695652,0.75,0.333333333333333,0.0535714285714286
0.398858147661762,0.510869565217391,0.807692307692308,0.666666666666667,0.142857142857143
0.393382598437465,0.619565217391304,0.942307692307692,0.583333333333333,0.232142857142857
0.139504084403588,0.260869565217391,0.903846153846154,0.283333333333333,0.0357142857142857
0.733634562735104,0.293478260869565,0.923076923076923,0.316666666666667,0
0.459990651501324,0.315217391304348,0.403846153846154,0.433333333333333,0.0357142857142857
0.624991653126182,0.978260869565218,0.269230769230769,0.633333333333333,0.571428571428571
0.0638146326262604,0.0978260869565217,0.903846153846154,0.0333333333333333,0.0178571428571429
0.556959066930799,0.239130434782609,0.615384615384615,0.0833333333333333,0.0535714285714286
0.48732388096245,0.304347826086957,0.403846153846154,0.183333333333333,0.0357142857142857
0.502593095465978,0.652173913043478,0.692307692307692,0.166666666666667,0.267857142857143
0.435729071605048,0.304347826086957,0.288461538461538,0.0333333333333333,0.0357142857142857
0.355710374607697,0.260869565217391,0.653846153846154,0.116666666666667,0.0535714285714286
0.728993700892559,0.58695652173913,0.807692307692308,0.116666666666667,0.321428571428571
0.802869098760211,0.467391304347826,0.673076923076923,0.216666666666667,0.232142857142857
0.99354508424778,0.58695652173913,0.692307692307692,0.433333333333333,0.625
0.191633093685312,0.347826086956522,0.653846153846154,0.283333333333333,0.0535714285714286
0.676864691610835,0.347826086956522,0.384615384615385,0.216666666666667,0.0357142857142857
