"bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15","price"
0.714285714285717,0.409090909090909,0.298546895640687,0.00492943026183054,0.4,0,0,1,0.666666666666667,0.359872611464968,0,0.756521739130435,0,0.803677847777971,0.305764411027568,0.388888888888888,0.018634081759095,0.154817275747508
0.428571428571429,0.409090909090909,0.157199471598415,0.00583824852544237,0,0,0,0.5,0.444444444444444,0.105095541401274,0.202290076335877,0.643478260869565,0,0.901924059254213,0.230576441102754,0.185185185185185,0.0205045572226503,0.0650213573801613
0.571428571428571,0.409090909090909,0.225891677675033,0.00447502113002463,0,0,0,0.75,0.444444444444444,0.127388535031848,0.347328244274809,0.678260869565217,0,0.198535671718029,0.111946532999165,0.269547325102881,0.0159838488919671,0.0384432842904604
0.428571428571429,0.363636363636364,0.216644649933951,0.00372979015386293,0,0,0,0.75,0.444444444444444,0.0955414012738854,0.396946564885497,0.443478260869565,0,0.832453601225952,0.18964076858814,0.242798353909465,0.0139225566619787,0.0897009966777407
0.428571428571429,0.318181818181818,0.128137384412153,0.00923419943713856,0,0,0,0.5,0.444444444444444,0.154458598726115,0,0.71304347826087,0,0.859526647369324,0.500417710944029,0.166666666666667,0.0412847386634817,0.0426198386331276
0.428571428571429,0.272727272727273,0.122853368560106,0.00492943026183054,0,0,0,0.5,0.444444444444444,0.148089171974522,0,0.539130434782609,0,0.526817640047683,0.153717627401836,0.135802469135803,0.0188107639502369,0.0270526815377314
0.428571428571429,0.318181818181818,0.138705416116249,0.00380855440337595,0,0,0,1,0.333333333333333,0.167197452229299,0,0.582608695652174,0,0.533969010727059,0.324143692564749,0.125514403292181,0.0188696580139508,0.043189368770764
0.428571428571429,0.409090909090909,0.187582562747689,0.00252287949978643,0.4,0,0,0.5,0.555555555555555,0.226114649681529,0,0.973913043478261,0,0.926102502979741,0.442773600668337,0.325102880658436,0.0103064611499419,0.0517323208353108
0.571428571428571,0.454545454545455,0.307793923381771,0.00556620892520123,0.4,0,0,0.5,0.777777777777777,0.371019108280255,0,0.756521739130435,0,0.750723650604461,0.39181286549707,0.409465020576131,0.0225799840279299,0.11438063597532
0.571428571428571,0.454545454545455,0.183619550858653,0.00287671274375263,0.4,0,0,0.5,0.444444444444444,0.221337579617834,0,0.895652173913044,0,0.288268346671208,0.415204678362572,0.224279835390946,0.0115620825883234,0.0486758424299953
