"bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15","price"
0.285714285714286,0.210526315789474,0.0883905013192612,0.0169963413545912,0,0,0,0.5,0.25,0.119217081850534,0,0.368421052631579,0,0.515520694259017,0.219330855018577,0.14319248826291,0.0282746422254382,0.0218653096922955
0.285714285714286,0.315789473684211,0.262532981530343,0.0087708339530226,0.25,0,0,1,0.375,0.215302491103203,0.297709923664123,0.412280701754386,0,0.832777036048062,0.283767038413878,0.192488262910799,0.0149348769898698,0.122644509819512
0.428571428571428,0.368421052631579,0.28891820580475,0.0168119218299176,0.5,0,0,0.5,0.625,0.389679715302491,0,0.763157894736842,0,0.434746328437921,0.448574969021058,0.431924882629108,0.0217816369191188,0.0646020513636003
0.428571428571428,0.368421052631579,0.311345646437995,0.00900681162437907,0.5,0,0,0.5,0.625,0.419928825622776,0,0.868421052631579,0,0.719292389853138,0.615861214374225,0.401408450704225,0.0186300048239267,0.120279080861891
0.428571428571428,0.157894736842105,0.192612137203166,0.0194850134348632,0,0,0,0.5,0.375,0.259786476868327,0,0.543859649122807,0,0.418057409879835,0.23296158612144,0.204225352112676,0.0262646727769738,0.047704142482309
0.142857142857143,0.263157894736842,0.110817941952507,0.00594901692495316,0,0,0,0.75,0.25,0.0320284697508896,0.251908396946565,0.228070175438596,0,0.820927903871836,0.267657992565047,0.147887323943662,0.0139572278501367,0.085871034427924
0.428571428571428,0.368421052631579,0.311345646437995,0.145976977304501,0.5,0,0,0.5,0.625,0.419928825622776,0,0.850877192982456,0,0.809913217623496,0.567534076827755,0.481220657276995,0.077128155652034,0.128309612785243
0.285714285714286,0.368421052631579,0.167546174142481,0.0115351438174842,0.5,0,0,0.5,0.375,0.225978647686833,0,0.850877192982456,0,0.342289719626161,0.602230483271362,0.340375586854459,0.0215018491718926,0.050687763377594
0.285714285714286,0.157894736842105,0.167546174142481,0.0146068195564016,0,0,0,0.5,0.375,0.103202846975089,0.263358778625954,0.614035087719298,0,0.407376502002666,0.421313506815351,0.164319248826291,0.0248914616497829,0.033593066709072
0.428571428571428,0.210526315789474,0.275725593667547,0.0198479034672854,0,0,0,0.5,0.375,0.147686832740213,0.480916030534352,0.69298245614035,0,0.241822429906543,0.211895910780659,0.316901408450705,0.0376748673420165,0.0381649041901884
0.285714285714286,0.210526315789474,0.149076517150396,0.00628216187275053,0.25,0,0.5,0.5,0.375,0.101423487544484,0.213740458015268,0.228070175438596,0,0.649365821094796,0.172242874845099,0.161971830985916,0.0098986975397974,0.0737457263258329
