"bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15","price"
0.285714285714286,0.2,0.0407630849502688,0.0131046075355631,0,0,0,0.5,0.25,0.0443262411347517,0,0.37719298245614,0,0.560914552736977,0.206434316353884,0.123152709359606,0.0216215171774162,0.0283806818181818
0.428571428571429,0.35,0.133702918636882,0.00714689312285895,0,0,0,0.75,0.375,0.0567375886524823,0.193050193050193,0.385964912280702,0,0.85013351134847,0.104557640750675,0.123152709359606,0.00899769422009249,0.103330965909091
0.285714285714286,0.35,0.174466003587151,0.0184121745421189,0,0,0,0.75,0.375,0.189716312056737,0,0.552631578947369,0,0.311748998664886,0.475871313672931,0.118226600985221,0.0243427239118394,0.048153409090909
0.571428571428571,0.35,0.169574433393119,0.0079885384922727,0.25,0,0,0.75,0.375,0.184397163120568,0,0.403508771929825,0,0.820594125500664,0.0951742627345824,0.182266009852217,0.0138926459790548,0.158522727272727
0.428571428571429,0.2,0.133702918636882,0.00889638068849428,0.25,0,0,0.75,0.375,0.127659574468085,0.0386100386100386,0,0,0.790220293724975,0.172922252010731,0.285714285714286,0.0106722829797375,0.179545454545455
0.571428571428571,0.6,0.202184901353333,0.000784905232149907,1,0,0,0.5,0.499999999999999,0.17677304964539,0.0938223938223938,0.87719298245614,0,0.735480640854477,0.225201072386051,0.236453201970443,0.00101441434478494,0.142613636363636
0.285714285714286,0.2,0.0521767487363443,0.0171828049014022,0,0,0,0.75,0.25,0.0567375886524823,0,0.37719298245614,0,0.492656875834451,0.36461126005363,0.147783251231528,0.0246808620267677,0.0514204545454545
0.571428571428571,0.5,0.355454100766347,0.00624850761618135,0.25,0,0,1,0.375,0.209219858156028,0.386100386100386,0.236842105263158,0,0.846628838451275,0.19302949061663,0.266009852216748,0.00906210148007884,0.211505681818182
0.571428571428571,0.55,0.467960215229089,0.0265567484118672,0.5,0,0,0.5,0.499999999999999,0.508865248226951,0,0.464912280701754,0,0.754172229639516,0.337801608579085,0.600985221674877,0.0359167085313857,0.240625000000001
0.428571428571429,0.45,0.275558454263819,0.0332355354022994,0,0,0,0.5,0.625,0.228723404255319,0.154440154440154,0.69298245614035,0,0.291889185580777,0.247989276139415,0.389162561576354,0.0386894410737979,0.0715909090909091
0.571428571428571,0.5,0.38480352193054,0.0107948111144472,0.5,0,0,0.5,0.625,0.418439716312057,0,0.868421052631579,0,0.719292389853138,0.607238605898132,0.421182266009852,0.0172836882173359,0.171903409090909
0.428571428571429,0.3,0.151638676015001,0.0190386802244072,0.5,0,0,1,0.375,0.164893617021277,0,0.429824561403509,0,0.452770360480639,0.261394101876669,0.118226600985221,0.0252025608326571,0.046875
0.428571428571429,0.2,0.0913093102886026,0.014641319586459,0,0,0,0.5,0.375,0.099290780141844,0,0.587719298245614,0,0.917723631508686,0.359249329758717,0.113300492610837,0.0226681351521944,0.065340909090909
0.571428571428571,0.5,0.313060492418067,0.016889647525539,0.5,0,0,0.75,0.499999999999999,0.340425531914894,0,0.763157894736842,0,0.617990654205612,0.424932975871308,0.423645320197045,0.022268810140279,0.196022727272727
0.571428571428571,0.55,0.404369802706669,0.0421839278832857,0,0,0,0.5,0.625,0.315602836879433,0.270270270270271,0.500000000000001,0.990566037735849,0.964953271028036,0.136729222520113,0.413793103448276,0.0806829745848952,0.190326704545455
0.571428571428571,0.7,0.381542475134519,0.00584659831056242,0.5,0,0,0.5,0.499999999999999,0.27304964539007,0.308880308880309,0.885964912280701,0,0.759679572763686,0.483914209115291,0.354679802955666,0.00738751272043385,0.189772727272727
0.714285714285717,0.8,0.689711397358552,0.021379210886541,0.5,0,0.5,0.75,0.625,0.384751773049646,0.795366795366796,0.69298245614035,0,0.560747663551403,0.361930294906163,0.650246305418719,0.0283842794759826,0.187215909090909
0.428571428571429,0.5,0.30001630523398,0.23567961681494,0.5,0,0,0.5,0.499999999999999,0.326241134751774,0,0.859649122807017,0,0.507343124165549,0,0.132266009852217,0.320294083549097,0.143465909090909
0.285714285714286,0.2,0.169574433393119,0.00710906636468304,0,0,0,0.75,0.375,0.131205673758865,0.115830115830116,0.140350877192983,0,0.811582109479311,0.167560321715819,0.204433497536946,0.00894616841210341,0.132954545454545
0.571428571428571,0.5,0.270666884069787,0.0223390648752545,0.5,0,0,0.5,0.75,0.294326241134753,0,0.754385964912281,0,0.755841121495331,0.561662198391422,0.472906403940886,0.0334756733779033,0.156960227272727
0.571428571428571,0.5,0.335887819990218,0.0171804407290162,0.5,0,0,0.5,0.375,0.365248226950355,0,0.885964912280701,0,0.262349799732972,0.402144772117962,0.497536945812808,0.0167909726784403,0.0642045454545454
0.428571428571429,0.35,0.2576226968857,0.00527919693792394,0.25,0,0,1,0.375,0.191489361702127,0.193050193050193,0.228070175438596,0,0.841955941255012,0.163538873994639,0.211822660098522,0.00664682923059087,0.211647727272727
0.285714285714286,0.4,0.0994619272786564,0.00920372309867346,0,0,0,0.25,0.25,0.0744680851063829,0.0733590733590734,0.43859649122807,0,0.587116154873164,0.265415549597848,0.150246305418719,0.0126045007793278,0.0227272727272728
0.428571428571429,0.35,0.12881134844285,0.509420044871993,0,0,0,0.5,0.375,0.140070921985815,0,0.710526315789474,0,0.909379172229644,0.729222520107239,0.197044334975369,0.19429416083781,0.0880681818181819
