"LOAN","MORTDUE","VALUE","REASON","JOB.Mgr","JOB.Office","JOB.Other","JOB.ProfExe","JOB.Sales","JOB.Self","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","BAD"
0.202066590126292,0.0801604651937013,0.178570868865341,1,0,0,1,0,0,0,0.146341463414634,0,0,0.213443543760583,0,0.180327868852459,0.253082350832167,0
0.175660160734788,0.333417486933073,0.308908505965348,0,0,1,0,0,0,0,0.0731707317073171,0,0,0.189658847220613,0.0909090909090909,0.295081967213115,0.214571273991699,0
0.367393800229621,0.190874235681866,0.227919035156259,0,1,0,0,0,0,0,0.24390243902439,0,0,0.0941689231699228,0,0.508196721311475,0.199330929294712,0
0.122847301951779,0.307463961914485,0.277126155513216,0,0,0,0,1,0,0,0.024390243902439,0,0,0.436989134547259,0,0.688524590163934,0.263808225058473,0
0.287026406429392,0.0374918158312342,0.0681296637509711,0,0,0,1,0,0,0,0.609756097560976,0,0,0.161978537666901,0.0909090909090909,0.131147540983607,0.172057409884539,0
0.233065442020666,0.197782228979171,0.181114173325304,0,0,0,1,0,0,0,0.48780487804878,0,0,0.303140658769105,0.0909090909090909,0.163934426229508,0.315279602204485,0
0.227324913892078,0.333955700065474,0.397532367803019,1,0,0,0,1,0,0,0.317073170731707,0,0,0.307348617207431,0,0.311475409836066,0.298702694667092,0
0.129735935706085,0.231759013682821,0.210366652263563,1,0,0,0,1,0,0,0.317073170731707,0,0.285714285714286,0.281706767876963,0,0.409836065573771,0.259856394305436,0
0.187141216991964,0.231467712760645,0.201274786584069,0,0,0,0,1,0,0,0.0975609756097561,0,0,0.222454292746076,0.0909090909090909,0.295081967213115,0.174249131224748,0
0.20780711825488,0.143345022360814,0.13458692571357,0,0,0,1,0,0,0,0.268292682926829,0,0,0.120304403789738,0,0.114754098360656,0.0348320504000551,0
0.135476463834672,0.172294785436064,0.140157120692782,0,0,0,0,0,1,0,0.121951219512195,0,0,0.217082466927403,0,0.524590163934426,0.222618375729838,0
0.102181400688863,0.116231842242518,0.127872691492243,1,0,1,0,0,0,0,0.292682926829268,0.375,0,0.368055584592751,0.181818181818182,0.426229508196721,0.260192964629241,0
0.334098737083812,0.527518227114845,0.604677351829007,0,0,0,1,0,0,0,0.707317073170732,0,0,0.224254298230414,0,0.311475409836066,0.310406262990177,0
0.101033295063146,0.179163938610412,0.145897466322485,0,0,1,0,0,0,0,0.365853658536585,0,0,0.139107489962852,0,0.0819672131147541,0.21170989965149,0
0.321469575200918,0.114278738916693,0.126341335637829,0,0,1,0,0,0,0,0,0,0,0.238776238964646,0.272727272727273,0.262295081967213,0.329320315019828,0
0.219288174512055,0.283818649917326,0.277576159207277,1,0,0,0,1,0,0,0.24390243902439,0,0,0.239183682746826,0.0909090909090909,0.311475409836066,0.253546917995017,0
