"SocioeconomicScore","StudyHours","SleepHours","Attendance","Grades"
0.911229084066931,0.5,0.826923076923077,0.2,0.389830508474576
0.101639674753041,0.75,0.519230769230769,0.15,0.322033898305085
0.340971708890532,0.489130434782609,0.846153846153846,0.583333333333333,0.0847457627118644
0.755739981632059,0.706521739130435,0.0576923076923077,0.283333333333333,0.322033898305085
0.214098514884752,0.326086956521739,0.903846153846154,0.35,0.0338983050847458
0.260007167977063,0.206521739130435,0.942307692307692,0.05,0.0169491525423729
0.358936451403356,0.33695652173913,0.961538461538462,0.65,0.0338983050847458
0.0613534036691083,0.934782608695652,0.346153846153846,0.45,0.508474576271186
0,0.358695652173913,0.788461538461539,0.466666666666667,0.0508474576271186
0.91504827184553,0.771739130434783,0.615384615384615,0.35,0.627118644067797
0.860459646529131,0.141304347826087,0.0576923076923077,0.05,0.0508474576271186
0.834251730394463,0.619565217391304,0.865384615384616,0.283333333333333,0.372881355932203
0.247743207221737,0.33695652173913,0.653846153846154,0.35,0.0508474576271186
0.994915216271308,0.565217391304348,0.884615384615385,0.5,0.593220338983051
0.266077548551845,0.304347826086957,0.980769230769231,0.316666666666667,0.0169491525423729
0.218175301839034,0.228260869565217,0.288461538461538,0.0166666666666667,0.0338983050847458
0.208677732231257,0.956521739130435,0.423076923076923,0.75,0.542372881355932
0.736666442667383,0.521739130434783,0.807692307692308,0.55,0.186440677966102
0.598391685146608,0.228260869565217,0.173076923076923,0.333333333333333,0.0508474576271186
0.400969916896266,0.326086956521739,0.673076923076923,0.0166666666666667,0.0338983050847458
0.92382904374706,0.282608695652174,0.980769230769231,0.0166666666666667,0.23728813559322
0.618047622247609,0.739130434782609,0.153846153846154,0.366666666666667,0.322033898305085
0.868019622337209,0.358695652173913,0.788461538461539,0.45,0.152542372881356
0.00596958089734113,0.358695652173913,0.711538461538462,0.45,0.0508474576271186
0.928241829626145,0.326086956521739,0.5,0.166666666666667,0.271186440677966
0.927357032457496,0.304347826086957,0.903846153846154,0.466666666666667,0.203389830508475
0.625506798378245,0.652173913043478,0.653846153846154,0.266666666666667,0.271186440677966
0.576820554174227,0.217391304347826,0.326923076923077,0,0.0338983050847458
0.0538382277176713,0.456521739130435,0.865384615384616,0.25,0.0847457627118644
0.556526219116099,0.293478260869565,0.884615384615385,0.533333333333333,0.0169491525423729
0.180845821293372,0.304347826086957,0.730769230769231,0.3,0.0338983050847458
