"bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15","price"
0.333333333333334,0.0476190476190476,0.114122681883024,0.00290396497550442,0,0,0,0.5,0.444444444444444,0.140597539543058,0,0.478260869565217,0,0.556742323097467,0.222510822510814,0.130102040816327,0.0112151337198077,0.0243804034582133
0.333333333333334,0.0476190476190476,0.0927246790299572,0.00457012472568952,0,0,0,0.75,0.444444444444444,0.114235500878735,0,0.547826086956522,0,0.598798397863819,0.29523809523809,0.112244897959184,0.017690384135401,0.0638232468780019
0.499999999999999,0.333333333333333,0.199714693295292,0.00166191861627553,0.5,0,0,0.5,0.444444444444444,0.246045694200351,0,0.921739130434783,0,0.315253671562088,0.43030303030303,0.303571428571429,0.00686376544052894,0.0386167146974063
0.333333333333334,0.285714285714286,0.196861626248216,0.0268257778542528,0.5,0,0,0.5,0.444444444444444,0.242530755711776,0,0.730434782608696,0,0.558744993324432,0.561038961038957,0.275510204081632,0.119818033690139,0.0560999039385206
0.333333333333334,0.0476190476190476,0.206847360912982,0.0021466196345112,0.25,0,0,0.75,0.555555555555555,0.235500878734622,0.0419847328244276,0.260869565217391,0,0.713618157543396,0.185281385281384,0.209183673469388,0.00827183807635615,0.104322766570605
0.333333333333334,0.0476190476190476,0.1169757489301,0.00602422778039651,0,0,0,0.75,0.444444444444444,0.144112478031635,0,0.478260869565217,0,0.666722296395196,0.320346320346312,0.137755102040817,0.0213400707332809,0.0566762728146014
0.499999999999999,0.238095238095238,0.25891583452211,0.00110511832157731,0,0,0,0.5,0.444444444444444,0.119507908611599,0.43320610687023,0.104347826086957,0,0.865987983978637,0.148917748917746,0.224489795918368,0.000925372150301156,0.0571469740634006
0.499999999999999,0.380952380952381,0.343794579172611,0.0060357394295796,0.5,0,0,0.5,0.777777777777777,0.423550087873463,0,0.834782608695652,0,0.62399866488651,0.375757575757573,0.573979591836734,0.0275869214069425,0.128722382324688
0.333333333333334,0.0476190476190476,0.219686162624821,0.00363828701813145,0,0,0.5,0.5,0.444444444444444,0.130052724077329,0.305343511450382,0.452173913043478,0,0.570260347129508,0.207792207792203,0.298469387755101,0.0141584293632592,0.0441882804995197
0.499999999999999,0.333333333333333,0.258202567760342,0.00393395463925521,0.75,0,0,1,0.555555555555555,0.318101933216168,0,0.504347826086956,0,0.669225634178907,0.240692640692633,0.267857142857142,0.0152180157949017,0.159462055715659
0.333333333333334,0.19047619047619,0.202567760342367,0.00293425878914415,0,0,0,0.75,0.555555555555555,0.10896309314587,0.305343511450382,0.356521739130435,0,0.786882510013344,0.12727272727272,0.216836734693878,0.0105087427653793,0.12583093179635
0.333333333333334,0.19047619047619,0.360912981455064,0.0221774950893728,0,0,0,0.75,0.444444444444444,0.202108963093146,0.526717557251909,0.582608695652174,0,0.874332443257679,0.303030303030298,0.431122448979592,0.0409895124489631,0.091258405379443
0.499999999999999,0.0476190476190476,0.309557774607703,0.00190426912539337,0.5,0,0,0.5,0.555555555555555,0.349736379613356,0.068702290076336,0.0434782608695652,0,0.764018691588778,0.13939393939394,0.349489795918367,0.00732998347045165,0.152737752161383
0.499999999999999,0.333333333333333,0.276747503566333,0.0018885163423007,0.5,0,0,0.5,0.444444444444444,0.340949033391916,0,0.860869565217391,0,0.591455273698258,0.548917748917749,0.456632653061225,0.00859913255190796,0.0750240153698367
0.333333333333334,0.238095238095238,0.139800285306705,0.00316570352535168,0,0,0,0.5,0.444444444444444,0.172231985940246,0,0.817391304347826,0,0.300567423230978,0.306493506493506,0.135204081632653,0.0143632827400434,0.0295869356388088
0.66666666666667,0.428571428571429,0.362339514978602,0.00118206460822223,0.5,0,0,0.5,0.555555555555555,0.309314586994727,0.297709923664123,0.521739130434783,0.988585607940447,0.795060080106813,0.148917748917746,0.201530612244898,0.00154699619019811,0.141210374639769
0.333333333333334,0.142857142857143,0.350927246790299,0.00564979624380946,0,0,0,0.5,0.555555555555555,0.198594024604569,0.50763358778626,0.443478260869565,0,0.578104138851803,0.271861471861465,0.352040816326531,0.0206784178726331,0.0297790585975023
0.333333333333334,0.333333333333333,0.236804564907275,0.00539714583805412,0.5,0,0,0.5,0.555555555555555,0.291739894551846,0,0.739130434782609,0,0.219292389853135,0.142857142857136,0.387755102040816,0.0218109980362332,0.0443611911623439
0.333333333333334,0.238095238095238,0.118402282453637,0.00826536411346366,0,0,0,0.5,0.444444444444444,0.145869947275923,0,0.730434782608696,0,0.48881842456609,0.65800865800865,0.188775510204081,0.0340786542781391,0.0495677233429395
0.333333333333334,0.142857142857143,0.184022824536376,0.00651498756136012,0,0,0,0.75,0.444444444444444,0.226713532513181,0,0.547826086956522,0,0.43858477970627,0.279653679653674,0.280612244897959,0.0219287298619712,0.0355427473583093
0.333333333333334,0.285714285714286,0.185449358059913,0.00388063752724929,0,0,0,1,0.444444444444444,0.140597539543058,0.190839694656489,0.634782608695652,0,0.893524699599465,0.250216450216452,0.275510204081632,0.0153475208032136,0.0835734870317004
0.333333333333334,0.0476190476190476,0.203994293865905,0.00384307319833602,0,0,0,0.75,0.444444444444444,0.131810193321617,0.259541984732825,0.469565217391304,0,0.954105473965281,0.141125541125539,0.250000000000001,0.0169839931809726,0.0645533141210374
0.499999999999999,0.285714285714286,0.243937232524965,0.0207106686329371,0,0,0,0.5,0.555555555555555,0.195079086115993,0.229007633587787,0.695652173913043,0,0.661381842456611,0.417316017316016,0.530612244897958,0.0476696162413407,0.0989433237271854
0.499999999999999,0.428571428571429,0.392296718972895,0.0010839126520295,0.75,0,0,1,0.666666666666667,0.335676625659051,0.320610687022901,0.0521739130434783,0,0.750333778371163,0.171428571428565,0.533163265306122,0.00850730172783226,0.22478386167147
0.333333333333334,0.333333333333333,0.295292439372324,0.00375946227269037,0.5,0,0,0.5,0.555555555555555,0.363796133567663,0,0.808695652173913,0,0.214452603471298,0.13333333333333,0.288265306122449,0.0148648203176876,0.0391930835734871
0.333333333333334,0.333333333333333,0.164051355206847,0.00463071235296897,0,0,0,1,0.444444444444444,0.114235500878735,0.190839694656489,0.834782608695652,0,0.30307076101469,0.405194805194795,0.260204081632653,0.0170781786415631,0.0288184438040346
0.166666666666667,0.238095238095238,0.112696148359486,0.00447984916104313,0,0,0,0.5,0.444444444444444,0.13884007029877,0,0.356521739130435,0,0.850634178905206,0.193073593073592,0.135204081632653,0.0139182564387535,0.0574101825168107
0.499999999999999,0.380952380952381,0.249643366619116,0.00466706492933665,0,0,0,0.5,0.444444444444444,0.20738137082601,0.217557251908396,0.8,0,0.0288718291054717,0.436363636363628,0.331632653061224,0.0180671259777628,0.0361191162343901
0.499999999999999,0.333333333333333,0.368473609129815,0.00299302878760522,0.5,0,0,0.5,0.666666666666667,0.453954305799649,0,0.921739130434783,0,0.342957276368491,0.284848484848479,0.468112244897959,0.0123194582452307,0.0441882804995197
0.333333333333334,0.19047619047619,0.168330955777461,0.0040248360801744,0,0,0,0.75,0.555555555555555,0.20738137082601,0,0.573913043478261,0,0.519692923898526,0.289177489177479,0.196428571428571,0.0165224844240794,0.040537944284342
0.499999999999999,0.238095238095238,0.145506419400856,0.00232232375362163,0.25,0,0,0.75,0.444444444444444,0.179261862917398,0,0.391304347826087,0,0.84279038718291,0.117748917748914,0.145408163265307,0.0089546826656369,0.108280499519693
0.333333333333334,0.0476190476190476,0.0870185449358059,0.00483671028571913,0,0,0,0.5,0.333333333333333,0.107205623901582,0,0.573913043478261,0,0.216622162883849,0.123809523809524,0.0739795918367353,0.0182201773512223,0.0243996157540827
