"LOAN","MORTDUE","VALUE","REASON","JOB.Mgr","JOB.Office","JOB.Other","JOB.ProfExe","JOB.Sales","JOB.Self","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","BAD"
0.293163383545771,0.236091716413188,0.213617215753289,0,0,0,1,0,0,0,0.222222222222222,0,0,0.201705158528536,0.230769230769231,0.451612903225806,0.509661131891475,0
0.0938586326767089,0.221393465100091,0.149660877743777,0,0,0,0,1,0,0,0.388888888888888,0,0,0.32317152270211,0.230769230769231,0.483870967741935,0.472739371814367,0
0.0127462340672074,0.2086906996857,0.128316708394601,1,0,1,0,0,0,0,0.583333333333334,0,0,0.307829090000001,0,0.274193548387097,0.277421456176293,0
0.19351100811124,0.341333558335267,0.297030030865425,0,1,0,0,0,0,0,0.499999999999999,0,0,0.360114489275825,0.307692307692308,0.467741935483871,0.465619185502379,0
0.11819235225956,0.326259835045457,0.267595278782339,1,0,0,1,0,0,0,0.583333333333334,0,0,0.1991731318134,0.307692307692308,0.354838709677419,0.375449158502158,0
0.190034762456547,0.329339549011749,0.294960192875784,0,1,0,0,0,0,0,0.416666666666666,0,0,0.386062294639975,0.384615384615385,0.467741935483871,0.458783126792705,0
0.143684820393974,0.208138038686269,0.238750016558704,0,0,0,0,1,0,0,0.166666666666666,0,0,0.196647947089593,0.153846153846154,0.32258064516129,0.453110352890605,0
0.348783314020857,0.41911953930854,0.428098795851051,0,0,0,1,0,0,0,0.416666666666666,0,0,0.342255405198262,0,0.612903225806452,0.548316250873184,0
0.406720741599073,0.375501508216086,0.363496668388772,0,0,0,0,0,0,1,0.277777777777777,0,0.142857142857143,0.319370530106272,0,1,0.819804969453459,1
0.0579374275782156,0.262180690615309,0.172733775781902,1,0,0,1,0,0,0,0.111111111111111,0,0,0.13654779794186,0,0.338709677419355,0.478168663779795,1
0.0243337195828506,0.316733815681228,0.245876882724636,0,0,0,1,0,0,0,0.0277777777777777,0,0,0.17550448858039,0.153846153846154,0.129032258064516,0.485220432519923,0
0.216685979142526,0.161887484970574,0.151389606432725,0,0,1,0,0,0,0,0.305555555555555,0,0.142857142857143,0.177492869609803,0.0769230769230769,0.32258064516129,0.53025374340357,0
0.3117033603708,0.546265319467589,0.544847593689147,0,0,0,0,1,0,0,0.0277777777777777,0,0,0.338226264228029,0.0769230769230769,0.274193548387097,0.507701955877361,0
0.0753186558516802,0.305161684983231,0.31018426525719,0,0,1,0,0,0,0,0,0,0,0.369380397653992,0,0.564516129032258,0.216169048568973,0
0.301274623406721,0.247524627164764,0.0442481686073468,0,0,0,0,0,1,0,0.25,1,0.142857142857143,0.181072325400443,0.461538461538462,0.338709677419355,0.578703860581853,1
0.330243337195829,0.0469677473790791,0.130545509941846,0,0,0,1,0,0,0,0.0277777777777777,0,0,0.156356036477049,0.0769230769230769,0.0645161290322581,0.493272028212417,0
0.135573580533025,0.0483430716982725,0.0793559326524395,1,0,1,0,0,0,0,0.666666666666667,0,0,0.394015090464122,0,0.290322580645161,0.36187488073891,0
0.0324449594438007,0.291501255088912,0.188156552610314,0,0,0,0,1,0,0,0,0,0,0.232127791752612,0,0.419354838709677,0.616234986274384,1
0.0278099652375435,0.388364587508174,0.312336896766417,1,0,1,0,0,0,0,0.611111111111112,0,0,0.158765682486696,0.0769230769230769,0.145161290322581,0.463070508284659,0
0.320973348783315,0.954576328390321,0.864920716925646,0,0,0,0,1,0,0,0.194444444444444,0,0.142857142857143,0.303063443419049,0,0.435483870967742,0.198268275281533,0
0.159907300115875,0.341721686670744,0.35538290346938,0,0,0,0,1,0,0,0.333333333333333,0,0,0.448656281566194,0,0.258064516129032,0.365290385199395,0
0.105446118192352,0.300668677621447,0.218591450409994,1,0,0,1,0,0,0,0.222222222222222,0,0,0.130771625168609,0.0769230769230769,0.274193548387097,0.652722334163764,1
0.106604866743916,0.33109456409391,0.251195538422817,1,0,0,0,1,0,0,0.166666666666666,0,0,0.146753369164508,0.0769230769230769,0.387096774193548,0.330028585530692,0
0.105446118192352,0.0115088489041703,0.140298586549034,1,0,0,1,0,0,0,0.222222222222222,0.5,0,0.528397027943101,0,0.306451612903226,0.211398247581672,0
0.0405561993047509,0.0523762313582382,0.134400376213753,1,0,1,0,0,0,0,0.638888888888889,0,0,0.4943869069266,0,0.161290322580645,0.521361931669321,0
0.154113557358054,0.187634737486026,0.197022082687545,0,1,0,0,0,0,0,0.111111111111111,0,0,0.192694441084664,0.0769230769230769,0.0967741935483871,0.361639323443267,0
0.216685979142526,0.228417744214989,0.248645498019579,1,0,0,0,1,0,0,0.499999999999999,0,0,0.964195100821366,0.0769230769230769,0.338709677419355,0.269947863654053,0
0.0718424101969873,0.0990317885544328,0.0571904515889732,1,0,0,1,0,0,0,0.138888888888889,0,0,0.158145022622247,0.538461538461538,0.5,0.294308001960868,1
0.114716106604866,0.225772565232982,0.211855369656506,0,0,1,0,0,0,0,0.361111111111111,0,0,0.204888966370348,0,0.354838709677419,0.485463457940773,0
0.259559675550406,0.497213491678444,0.443700406681768,0,1,0,0,0,0,0,0.0833333333333333,0,0,0.42468761915231,0,0.354838709677419,0.501468625237538,0
0.12630359212051,0.378707785770033,0.339486547708938,1,1,0,0,0,0,0,0.0555555555555556,0,0.285714285714286,0.235622805998757,0,0.387096774193548,0.548627659903394,0
